ID,visa_type,visa_entry,US_consulate,major,status,check_date,complete_date,waiting_days,details
Epitome,H1,Renewal,GuangZhou,CS,Clear,2024-12-30,2025-02-12,44,detail
Jess,H1,Renewal,GuangZhou,EE,Clear,2024-12-30,2025-02-10,42,detail
签证球球了,F1,Renewal,Others,Biomed Eng PhD,Pending,2024-12-30,0000-00-00,375,detail
March Meeting,B1,New,GuangZhou,Physics,Pending,2024-12-30,0000-00-00,375,detail
锦鲤附体,J1,Renewal,ShangHai,Bio,Clear,2024-12-30,2025-02-21,53,detail
JING,J1,New,BeiJing,Chemistry,Pending,2024-12-30,0000-00-00,375,detail
许愿issue,B1,New,ShangHai,EE,Pending,2024-12-30,0000-00-00,375,detail
疯了快要,H1,New,BeiJing,plasma physics,Clear,2024-12-30,2025-04-14,105,detail
hooper,J1,New,HongKong,CS,Pending,2024-12-30,0000-00-00,375,detail
求下签,F1,Renewal,ShangHai,EE,Clear,2024-12-30,2025-03-04,64,detail
拜拜顺利,J1,New,Ottawa,N/A,Pending,2024-12-31,0000-00-00,374,detail
马上过五年,F1,Renewal,BeiJing,Biomedical Engineering,Clear,2024-12-31,2025-02-28,59,detail
savannah,B1,New,BeiJing,CS,Clear,2024-12-31,2025-02-05,36,detail
jiheyi,O1,New,BeiJing,CS/AI,Clear,2024-12-31,2025-02-21,52,detail
bubububu,B1,New,HongKong,CS,Clear,2024-12-31,2025-02-12,43,detail
Harry,L1,Renewal,BeiJing,Communication Engineering,Clear,2024-12-31,2025-02-14,45,detail
Issued,F1,Renewal,ShangHai,Electrical Engineering,Clear,2024-12-31,2025-02-07,38,detail
喻家山野猪,B1,New,BeiJing,CS/EE,Clear,2024-12-31,2025-02-07,38,detail
卑微求下签,J1,New,ShangHai,Bioscience,Clear,2024-12-31,2025-02-27,58,detail
ReturnToWork,H1,New,ShangHai,Physics,Clear,2024-12-31,2025-02-26,57,detail
YL,F1,New,ShangHai,Chemistry,Clear,2024-12-31,2025-02-11,42,detail
koko,H1,New,BeiJing,ME,Clear,2024-12-31,2025-02-18,49,detail
lyyyzy,B1,New,Others,AI,Clear,2025-01-02,2025-02-18,47,detail
wyz2368,B1,Renewal,Others,CS/AI,Pending,2025-01-02,0000-00-00,372,detail
ddd,H1,Renewal,GuangZhou,CS,Clear,2025-01-02,2025-01-17,15,detail
Xiaohua,B1,New,ShenYang,Pattern Recognition and I,Pending,2025-01-02,0000-00-00,372,detail
赶不上开学,F1,New,ShangHai,Material engineering,Clear,2025-01-02,2025-02-18,47,detail
速速下签,F1,Renewal,Others,MSE,Clear,2025-01-02,2025-02-07,36,detail
paperknife,F1,Renewal,GuangZhou,Neuroscience,Clear,2025-01-02,2025-04-08,96,detail
求求下签,F1,New,BeiJing,MBA,Clear,2025-01-02,2025-04-01,89,detail
AAAI_Acc,B1,New,GuangZhou,CS PhD,Clear,2025-01-02,2025-02-06,35,detail
AAAIBJ,B1,New,BeiJing,AI,Clear,2025-01-02,2025-02-07,36,detail
aaa,F1,Renewal,GuangZhou,Computer Science,Clear,2025-01-02,2025-02-26,55,detail
kuaiissue,F1,Renewal,ShangHai,Computer Science,Clear,2025-01-02,2025-02-21,50,detail
下签求求�,F1,Renewal,BeiJing,CS / MLSys,Clear,2025-01-02,2025-02-07,36,detail
快点下签吧,F1,Renewal,GuangZhou,N/A,Pending,2025-01-02,0000-00-00,372,detail
stigin,B1,New,GuangZhou,Management,Clear,2025-01-02,2025-04-21,109,detail
垃圾桶里都,H1,Renewal,Others,EE,Clear,2025-01-02,2025-06-15,164,detail
我太难了,J1,New,GuangZhou,CS,Clear,2025-01-03,2025-02-14,42,detail
SKW666,F1,Renewal,GuangZhou,Transportation/Aviation,Clear,2025-01-03,2025-02-14,42,detail
misaren,B2,New,GuangZhou,Business English,Clear,2025-01-03,2025-01-08,5,detail
哗啦啦,B2,New,GuangZhou,CS,Pending,2025-01-03,0000-00-00,371,detail
Hawaii,F1,Renewal,GuangZhou,Medical Microbiology and,Pending,2025-01-03,0000-00-00,371,detail
🙏,O1,New,GuangZhou,HCI,Clear,2025-01-03,2025-02-24,52,detail
已经开学了,F1,Renewal,ShangHai,N/A,Clear,2025-01-03,2025-02-19,47,detail
qiuguohqq,F1,Renewal,ShangHai,EE,Clear,2025-01-03,2025-02-14,42,detail
球马上下签,H1,New,GuangZhou,N/A,Pending,2025-01-03,0000-00-00,371,detail
jiajia,B1,New,BeiJing,Computer Science,Clear,2025-01-03,2025-02-07,35,detail
LA Intern,J1,New,GuangZhou,CS,Clear,2025-01-03,2025-02-28,56,detail
被check到绝�,H1,Renewal,Vancouver,CE,Pending,2025-01-03,0000-00-00,371,detail
SSS,F1,New,GuangZhou,ECE,Clear,2025-01-03,2025-03-06,62,detail
Yb,H1,Renewal,HongKong,EE,Clear,2025-01-03,2025-03-18,74,detail
asdsa,F1,Renewal,Vancouver,ECE,Pending,2025-01-06,0000-00-00,368,detail
LiWinWin,B1,New,Others,CS,Clear,2025-01-06,2025-02-12,37,detail
AAAI,B1,New,Others,CS,Clear,2025-01-06,2025-02-19,44,detail
哭了,B2,New,ShangHai,Engineering and managemen,Clear,2025-01-06,2025-02-24,49,detail
Make it,H1,Renewal,GuangZhou,Statistics,Clear,2025-01-06,2025-02-18,43,detail
753345,O1,New,Others,CS,Pending,2025-01-06,0000-00-00,368,detail
等啊等,J1,New,Others,Chemical Engineering,Clear,2025-01-06,2025-02-18,43,detail
VICDDDD,H1,Renewal,ShenYang,EE,Clear,2025-01-06,2025-03-06,59,detail
allen1009,H1,Renewal,Vancouver,Computer Science,Pending,2025-01-06,0000-00-00,368,detail
求求了快下,H1,Renewal,GuangZhou,Cyber,Clear,2025-01-06,2025-02-13,38,detail
真的绷不住,F1,Renewal,GuangZhou,Ocean Science PhD,Clear,2025-01-06,2025-02-19,44,detail
123123123,H1,New,GuangZhou,ME,Pending,2025-01-06,0000-00-00,368,detail
还不批啊,L1,Renewal,ShangHai,N/A,Pending,2025-01-06,0000-00-00,368,detail
wuhanaaai,B2,New,Others,N/A,Clear,2025-01-06,2025-02-20,45,detail
bqtope,B1,New,Toronto,ECE,Clear,2025-01-06,2025-03-03,56,detail
VICDDDD,H1,Renewal,ShenYang,EE,Clear,2025-01-06,2025-03-06,59,detail
QINGGE,F1,Renewal,Toronto,Mechanical engineering,Clear,2025-01-07,2025-03-07,59,detail
老是被check,B2,Renewal,GuangZhou,Electromagnetic field  mi,Clear,2025-01-07,2025-02-19,43,detail
快快下签,H1,Renewal,ShangHai,Computer Science,Pending,2025-01-07,0000-00-00,367,detail
JJ9527,F1,Renewal,GuangZhou,Robotics Engineering,Clear,2025-01-07,2025-02-13,37,detail
快给过吧求,B1,New,ShenYang,AI,Clear,2025-01-07,2025-02-27,51,detail
J1过过过,J1,New,GuangZhou,Dental,Pending,2025-01-07,0000-00-00,367,detail
bangalore123,F1,Renewal,GuangZhou,Biotech Management,Pending,2025-01-07,0000-00-00,367,detail
七八个星天,H1,Renewal,ShangHai,Robotics,Clear,2025-01-07,2025-03-24,76,detail
AA00E5BD7B,H1,New,GuangZhou,Business analytic,Pending,2025-01-08,0000-00-00,366,detail
hgong,H1,New,ShangHai,Electrical Engineering an,Clear,2025-01-08,2025-02-18,41,detail
lucky77,B1,New,GuangZhou,CS,Clear,2025-01-08,2025-02-06,29,detail
求求下签吧,O1,Renewal,GuangZhou,CS,Clear,2025-01-08,2025-02-13,36,detail
啊B啊J啊H,B1,New,ShenYang,CS,Clear,2025-01-08,2025-02-21,44,detail
yl,H1,New,ShangHai,BME,Pending,2025-01-08,0000-00-00,366,detail
WUMU,B1,Renewal,BeiJing,AA,Clear,2025-01-08,2025-02-24,47,detail
uccuzzzz,B1,New,BeiJing,CS/AI,Pending,2025-01-08,0000-00-00,366,detail
AAAInoway,B1,New,BeiJing,Communication Engineering,Pending,2025-01-08,0000-00-00,366,detail
asdf97e,F1,Renewal,HongKong,CS,Clear,2025-01-08,2025-02-21,44,detail
anonymous,H4,New,Toronto,Computer Science,Clear,2025-01-08,2025-03-24,75,detail
请给我签证,F1,New,HongKong,MS in Business Analytics,Pending,2025-01-10,0000-00-00,364,detail
Nfeng,H4,New,GuangZhou,N/A,Clear,2025-01-10,2025-04-28,108,detail
whatever,O1,New,GuangZhou,CS,Clear,2025-01-10,2025-02-24,45,detail
suzuki,B2,New,ShenYang,CS,Clear,2025-01-10,2025-03-26,75,detail
五年plzzzzz,F1,New,Vancouver,CHEM E,Clear,2025-01-10,2025-02-15,36,detail
AAAI,B1,New,BeiJing,CS,Pending,2025-01-10,0000-00-00,364,detail
LoganDreamer,F1,Renewal,ShenYang,Chemistry,Clear,2025-01-10,2025-02-28,49,detail
fenlie,B1,New,Europe,CS,Pending,2025-01-10,0000-00-00,364,detail
签证不易,H1,Renewal,GuangZhou,ECE,Clear,2025-01-10,2025-02-28,49,detail
temp,H1,New,Toronto,System Engineering,Clear,2025-01-10,2025-03-11,60,detail
又被check,B1,New,ShenYang,ECE,Clear,2025-01-13,2025-03-07,53,detail
fy,H1,New,BeiJing,CS,Pending,2025-01-13,0000-00-00,361,detail
STUCKATCHINA,F1,Renewal,GuangZhou,CS,Clear,2025-01-13,2025-02-24,42,detail
这也能被che,H1,Renewal,GuangZhou,CS,Pending,2025-01-13,0000-00-00,361,detail
我要出去玩,B1,New,ShangHai,CS,Clear,2025-01-13,2025-02-28,46,detail
老天保佑,L1,New,ShangHai,robotics instructor,Pending,2025-01-13,0000-00-00,361,detail
dd,H1,New,ShangHai,Analytics,Clear,2025-01-13,2025-02-12,30,detail
fury,H1,New,ShangHai,CS,Clear,2025-01-13,2025-02-27,45,detail
bzssm,B1,New,BeiJing,CS,Clear,2025-01-13,2025-04-08,85,detail
求求啦,H4,New,Vancouver,CS,Clear,2025-01-13,2025-02-18,36,detail
希望尽快,H1,New,BeiJing,biomed,Clear,2025-01-13,2025-03-03,49,detail
老天保佑,B1,New,BeiJing,AI,Clear,2025-01-13,2025-02-24,42,detail
Mowanwan,H1,New,BeiJing,Biochemistry,Clear,2025-01-13,2025-02-27,45,detail
欧梨欧梨,B1,New,ShangHai,Environmental Science,Clear,2025-01-13,2025-03-14,60,detail
QAQ,B1,New,ShenYang,Physics,Clear,2025-01-13,2025-03-04,50,detail
PleaseApproveAS,H1,New,GuangZhou,CS,Clear,2025-01-13,2025-03-06,52,detail
PekingDuck,H1,Renewal,BeiJing,Biology,Clear,2025-01-13,2025-02-27,45,detail
chwuxm,B1,New,ShangHai,chemsitry,Clear,2025-01-13,2025-03-06,52,detail
好运来,H1,New,ShangHai,ECE,Pending,2025-01-14,0000-00-00,360,detail
求求求下签,B1,New,ShenYang,CS,Pending,2025-01-14,0000-00-00,360,detail
check20250114,B2,Renewal,Europe,CS,Pending,2025-01-14,0000-00-00,360,detail
wowowoxuan,O1,New,BeiJing,CS/AI,Clear,2025-01-14,2025-02-20,37,detail
timlee,H1,New,BeiJing,ECE,Clear,2025-01-14,2025-02-20,37,detail
我勒个去,F1,Renewal,Others,Data Science,Clear,2025-01-14,2025-02-27,44,detail
求下五年签,F1,New,GuangZhou,STEM,Clear,2025-01-14,2025-02-21,38,detail
广州疯了,H1,New,GuangZhou,STEM (management),Pending,2025-01-14,0000-00-00,360,detail
pan***@gmail.co,F1,Renewal,BeiJing,CS / AI,Clear,2025-01-14,2025-02-24,41,detail
zyj2240,H1,Renewal,BeiJing,CS,Clear,2025-01-14,2025-03-10,55,detail
ruaizai通,B2,New,ShangHai,N/A,Pending,2025-01-14,0000-00-00,360,detail
facheng,J1,New,Others,Petroleum Engineering,Pending,2025-01-14,0000-00-00,360,detail
lucky666,L1,New,ShangHai,N/A,Clear,2025-01-15,2025-02-20,36,detail
快下签吧求,H1,New,GuangZhou,Information Technology,Clear,2025-01-15,2025-03-07,51,detail
怎么又球球,H1,Renewal,Others,EE,Pending,2025-01-15,0000-00-00,359,detail
songks,H1,Renewal,Vancouver,ECE,Clear,2025-01-15,2025-02-21,37,detail
again/agian,L1,Renewal,Others,bio,Clear,2025-01-15,2025-03-05,49,detail
maxxiel,L1,New,ShangHai,AI,Clear,2025-01-15,2025-03-01,45,detail
cyanstring,F1,New,ShangHai,Microbiology,Pending,2025-01-16,0000-00-00,358,detail
sparkace,H1,Renewal,MexicoCity,CS,Clear,2025-01-16,2025-02-27,42,detail
meijindiyu,B2,New,BeiJing,CS,Clear,2025-01-16,2025-02-27,42,detail
Please,B1,New,Others,Informatics,Clear,2025-01-16,2025-03-03,46,detail
ddd,L1,New,Toronto,Chemistry,Clear,2025-01-16,2025-03-06,49,detail
hojicha,F1,Renewal,GuangZhou,CS,Clear,2025-01-16,2025-03-03,46,detail
Iamcheckee2025,H1,New,Toronto,DS,Clear,2025-01-16,2025-03-17,60,detail
hangoodluck,H1,New,GuangZhou,ECE,Pending,2025-01-17,0000-00-00,357,detail
签签签,B2,New,GuangZhou,STEM,Clear,2025-01-17,2025-03-12,54,detail
imissmydog,H1,New,HongKong,N/A,Clear,2025-01-17,2025-03-03,45,detail
下签三巨头,H1,Renewal,Others,EE,Pending,2025-01-17,0000-00-00,357,detail
troyzhpy,H1,New,GuangZhou,Data Science,Pending,2025-01-17,0000-00-00,357,detail
小猫,J1,New,Europe,Neuroscience,Clear,2025-01-17,2025-03-20,62,detail
KKFF,H1,New,GuangZhou,Biology,Clear,2025-01-17,2025-03-04,46,detail
佛系work from,H1,New,GuangZhou,DS,Clear,2025-01-17,2025-03-06,48,detail
心态要好,H1,New,GuangZhou,business analyst,Pending,2025-01-17,0000-00-00,357,detail
wuwuwu,J1,New,BeiJing,CS,Pending,2025-01-17,0000-00-00,357,detail
henryyyyy,H1,New,GuangZhou,ECE,Pending,2025-01-21,0000-00-00,353,detail
avisacat,F1,Renewal,GuangZhou,Physics,Clear,2025-01-21,2025-02-27,37,detail
boomap,B1,New,ShenYang,Computer Science,Pending,2025-01-21,0000-00-00,353,detail
chuck,F1,Renewal,BeiJing,Immunology STEM OPT,Clear,2025-01-21,2025-03-04,42,detail
Z,H1,Renewal,Toronto,CS,Clear,2025-01-21,2025-03-24,62,detail
放我回去工,H1,New,BeiJing,CS,Clear,2025-01-21,2025-03-03,41,detail
wen***@hotmail.,B1,New,ShenYang,N/A,Pending,2025-01-21,0000-00-00,353,detail
AA00E3WKQJ,H1,New,GuangZhou,CS,Clear,2025-01-21,2025-03-19,57,detail
boomap1,B1,New,ShenYang,Computer Science,Clear,2025-01-21,2025-02-27,37,detail
bait,B2,Renewal,HongKong,BME,Clear,2025-01-21,2025-04-02,71,detail
realzza早点�,F1,Renewal,Vancouver,AI/ML,Pending,2025-01-21,0000-00-00,353,detail
国外的牛马,L1,New,BeiJing,CS,Clear,2025-01-21,2025-02-27,37,detail
bh4fln,B1,New,BeiJing,CS/AI,Clear,2025-01-21,2025-03-12,50,detail
2025tiger,J1,New,Others,immunology,Clear,2025-01-21,2025-03-18,56,detail
afiom,H1,Renewal,BeiJing,Electrical & Computer Eng,Clear,2025-01-21,2025-03-07,45,detail
ZZ,H1,New,ShangHai,CE,Pending,2025-01-22,0000-00-00,352,detail
murray,B1,New,Others,EE,Clear,2025-01-22,2025-03-17,54,detail
renyi0403,H1,Renewal,BeiJing,CS,Clear,2025-01-22,2025-03-06,43,detail
Chris,J1,New,GuangZhou,CS / HCI,Clear,2025-01-22,2025-03-10,47,detail
快点下签回,H1,New,ShangHai,Design,Clear,2025-01-22,2025-02-27,36,detail
🙏🏼,O1,New,ShangHai,CS,Clear,2025-01-22,2025-03-06,43,detail
kss39,H1,New,BeiJing,CS,Clear,2025-01-22,2025-03-06,43,detail
这也要check�,B1,New,Others,Medicine,Clear,2025-01-23,2025-03-14,50,detail
都是命数,H1,Renewal,ShangHai,CS/AI,Clear,2025-01-23,2025-03-04,40,detail
sacramento61,B1,New,ShangHai,telecommunication,Clear,2025-01-23,2025-03-12,48,detail
早日下签,F1,Renewal,GuangZhou,STEM,Clear,2025-01-23,2025-03-21,57,detail
求顺利下签,H1,New,Others,EE,Pending,2025-01-23,0000-00-00,351,detail
FebDonePlease,B2,Renewal,BeiJing,CS,Clear,2025-01-24,2025-03-07,42,detail
enjoy,O1,New,BeiJing,Computer Science,Clear,2025-01-24,2025-04-07,73,detail
wallybob,F1,Renewal,Others,Food Science,Clear,2025-01-24,2025-03-28,63,detail
JiSiWoLe,H1,Renewal,ShangHai,ECE,Clear,2025-01-24,2025-03-06,41,detail
Difficult,J1,New,BeiJing,STEM,Clear,2025-01-24,2025-03-11,46,detail
阿里斯通,L1,New,ShangHai,Computer Science,Clear,2025-01-24,2025-03-05,40,detail
求求下签啊,J1,Renewal,Others,Clinical medicine,Pending,2025-01-24,0000-00-00,350,detail
什么时候才,F1,Renewal,HongKong,AI,Clear,2025-01-27,2025-03-07,39,detail
快快出签,H1,Renewal,Others,Business,Clear,2025-01-27,2025-03-07,39,detail
球球早下签,J1,New,HongKong,EEE,Clear,2025-01-28,2025-04-22,84,detail
早日拿到在,B1,New,Europe,Material Science,Clear,2025-01-28,2025-03-19,50,detail
赶紧下签吧,H1,Renewal,Vancouver,Data Science,Clear,2025-01-29,2025-03-05,35,detail
eddie,B1,New,Others,CS,Pending,2025-01-30,0000-00-00,344,detail
gtrdh,H1,Renewal,Europe,Immunology,Pending,2025-01-30,0000-00-00,344,detail
confused,L1,New,Vancouver,Design,Pending,2025-01-31,0000-00-00,343,detail
流放宁古塔,H1,New,Calgary,CS,Clear,2025-01-31,2025-03-13,41,detail
cgao1,L1,New,Toronto,AI,Pending,2025-01-31,0000-00-00,343,detail
不想干了,H1,Renewal,Toronto,CS,Pending,2025-02-03,0000-00-00,340,detail
qiaonanh,H1,Renewal,Europe,CS,Clear,2025-02-03,2025-03-25,50,detail
AA00E2A1E3,H1,New,Others,Software Engineering,Clear,2025-02-03,2025-03-10,35,detail
求下签,J1,New,BeiJing,pharmacy,Clear,2025-02-03,2025-03-21,46,detail
kuaidian,H1,Renewal,ShangHai,chemical engineering,Clear,2025-02-03,2025-03-12,37,detail
whitetoast,J1,New,Vancouver,Computer Science,Clear,2025-02-03,2025-03-10,35,detail
codingmeow,L1,New,BeiJing,Computer Science,Clear,2025-02-04,2025-03-07,31,detail
球球了快点,H1,New,GuangZhou,CSE,Clear,2025-02-04,2025-03-13,37,detail
一些顺利z,H1,Renewal,Tijuana,CS,Pending,2025-02-04,0000-00-00,339,detail
速速速,J1,New,ShenYang,CS,Pending,2025-02-04,0000-00-00,339,detail
18010143758,F1,Renewal,BeiJing,Computer Science,Clear,2025-02-04,2025-04-02,57,detail
卡皮巴拉快,J1,New,GuangZhou,computer science + design,Clear,2025-02-05,2025-03-14,37,detail
Will,J1,New,ShangHai,Biochemistry,Clear,2025-02-05,2025-03-14,37,detail
Lvdapipi,H1,New,GuangZhou,DS,Pending,2025-02-05,0000-00-00,338,detail
gzxcy15,H1,Renewal,GuangZhou,Nutrition,Clear,2025-02-05,2025-03-07,30,detail
EA6574479,H1,New,GuangZhou,CS,Clear,2025-02-05,2025-03-19,42,detail
美签速过,B1,Renewal,BeiJing,Material Science,Pending,2025-02-05,0000-00-00,338,detail
麻了,F1,Renewal,BeiJing,CS,Clear,2025-02-05,2025-03-10,33,detail
ZKH,F1,New,ShangHai,Atmospheric Sciences,Clear,2025-02-05,2025-03-07,30,detail
三月必下签,H1,New,BeiJing,SCM,Pending,2025-02-05,0000-00-00,338,detail
Test,H1,New,ShangHai,CS,Clear,2025-02-06,2025-03-13,35,detail
快些下签pls,H1,New,Calgary,Data Science,Clear,2025-02-06,2025-03-13,35,detail
bbssj,B2,New,ShenYang,Pharmaceutical Engineerin,Clear,2025-02-06,2025-03-19,41,detail
chiwau0807,J1,New,HongKong,ECE,Pending,2025-02-06,0000-00-00,337,detail
正宗菜农,B1,Renewal,HongKong,Advertising,Clear,2025-02-06,2025-03-06,28,detail
ecephd,F1,Renewal,GuangZhou,N/A,Clear,2025-02-06,2025-03-18,40,detail
下签啦啦,B1,New,HongKong,cs,Clear,2025-02-07,2025-03-06,27,detail
Rylee,J1,New,ShangHai,Microbiology,Pending,2025-02-07,0000-00-00,336,detail
minakoto00,H1,Renewal,GuangZhou,MechE,Clear,2025-02-10,2025-03-21,39,detail
求下签,F1,Renewal,Vancouver,Pharmaceutics,Clear,2025-02-10,2025-06-10,120,detail
真的服了,B2,New,Europe,Statistics,Clear,2025-02-10,2025-03-28,46,detail
老子求过,B1,New,Europe,computer vision,Pending,2025-02-10,0000-00-00,333,detail
h4也能check,H4,New,ShangHai,Econ,Clear,2025-02-10,2025-04-07,56,detail
b2feb10,B2,New,Others,ECE,Clear,2025-02-10,2025-05-01,80,detail
Plz plz plz,H1,Renewal,Others,Engineering & Statistics,Clear,2025-02-10,2025-03-13,31,detail
rickstao,O1,Renewal,ShangHai,Computational Biology,Pending,2025-02-10,0000-00-00,333,detail
求下签,H1,Renewal,GuangZhou,CS,Clear,2025-02-10,2025-03-21,39,detail
好运,F1,Renewal,ShenYang,Pharmacology,Clear,2025-02-10,2025-03-19,37,detail
L1,L1,New,Europe,EE,Clear,2025-02-11,2025-04-09,57,detail
hz,H1,Renewal,Vancouver,CS,Clear,2025-02-11,2025-03-19,36,detail
快下签吧aho,H1,Renewal,Others,Computer engineer,Clear,2025-02-11,2025-04-14,62,detail
b10021001,H1,New,Others,CS,Clear,2025-02-11,2025-03-13,30,detail
clcl,B1,New,BeiJing,N/A,Clear,2025-02-11,2025-04-01,49,detail
lizhaoxi,F1,New,BeiJing,ME,Pending,2025-02-11,0000-00-00,332,detail
我不理解,F1,Renewal,ShangHai,Civil engineering,Clear,2025-02-11,2025-04-29,77,detail
F。,H1,New,GuangZhou,Bioengineering,Clear,2025-02-11,2026-01-02,325,detail
努力赚钱去,L2,New,ShangHai,Biotech,Clear,2025-02-11,2025-05-29,107,detail
求求了赶紧,J1,New,Europe,Finance,Clear,2025-02-12,2025-02-27,15,detail
luckygirlsyndro,F1,Renewal,GuangZhou,N/A,Pending,2025-02-12,0000-00-00,331,detail
好想死zhc,B1,New,BeiJing,CS,Clear,2025-02-12,2025-03-27,43,detail
CICC2025,B1,New,GuangZhou,EE,Clear,2025-02-12,2025-03-21,37,detail
Pls,H1,New,GuangZhou,EE,Clear,2025-02-12,2025-09-26,226,detail
testtest123,H1,Renewal,GuangZhou,Information Technology,Clear,2025-02-13,2025-03-25,40,detail
issued,J1,New,ShangHai,CE,Clear,2025-02-13,2025-04-04,50,detail
454885477,H1,Renewal,Vancouver,IT,Pending,2025-02-13,0000-00-00,330,detail
mengleih,B1,Renewal,Vancouver,ECE,Clear,2025-02-13,2025-03-12,27,detail
CL,B1,Renewal,BeiJing,Biomedical science,Pending,2025-02-13,0000-00-00,330,detail
Power_dyy,J1,New,ShangHai,Pharmacy,Pending,2025-02-13,0000-00-00,330,detail
快点下签,O1,New,BeiJing,"CS, AI",Clear,2025-02-14,2025-03-24,38,detail
Naruto,H1,New,BeiJing,EE,Clear,2025-02-14,2025-04-08,53,detail
等等,J1,New,ShenYang,文科,Clear,2025-02-14,2025-06-04,110,detail
等J1到疯狂,J1,New,GuangZhou,Chemistry,Clear,2025-02-14,2025-03-22,36,detail
splitsoul,B2,Renewal,GuangZhou,biology,Clear,2025-02-14,2025-03-27,41,detail
dwfffw,B1,Renewal,BeiJing,Chemistry,Clear,2025-02-14,2025-03-21,35,detail
急流勇退,L1,New,ShangHai,ICE,Clear,2025-02-14,2025-04-02,47,detail
curisim,H1,New,ShenYang,Data Science,Clear,2025-02-14,2025-04-03,48,detail
111111111,J1,New,HongKong,Physics,Pending,2025-02-14,0000-00-00,329,detail
快快下签,J1,New,ShangHai,Chemical Engineering,Pending,2025-02-14,0000-00-00,329,detail
没办法,H1,New,ShenYang,CS,Clear,2025-02-14,2025-04-08,53,detail
H1B+H4,H1,New,GuangZhou,N/A,Pending,2025-02-14,0000-00-00,329,detail
Flash,J1,New,HongKong,CS,Clear,2025-02-18,2025-03-27,37,detail
我想上班,H1,Renewal,Toronto,Chemistry,Clear,2025-02-18,2025-04-02,43,detail
Gegezn,H1,New,BeiJing,Chem E,Clear,2025-02-18,2025-04-01,42,detail
uccc,J1,New,GuangZhou,chemical engineering,Pending,2025-02-18,0000-00-00,325,detail
HK混子,B1,New,HongKong,CS,Clear,2025-02-18,2025-03-25,35,detail
等一个issue,J1,New,Europe,CS,Clear,2025-02-18,2025-05-21,92,detail
萌啊萌,J1,New,BeiJing,Biological Sciences,Clear,2025-02-18,2025-03-25,35,detail
GWP,J1,New,ShangHai,Biomed Eng,Pending,2025-02-18,0000-00-00,325,detail
遭不住了,L1,Renewal,ShangHai,CS,Pending,2025-02-18,0000-00-00,325,detail
Check麻了,H1,Renewal,Europe,Chemistry,Clear,2025-02-18,2025-04-07,48,detail
ksmphn,B1,New,ShenYang,MSE,Clear,2025-02-18,2025-03-26,36,detail
830830,F1,Renewal,BeiJing,Information science,Pending,2025-02-18,0000-00-00,325,detail
Rebirth,F1,Renewal,ShangHai,Computer Science,Pending,2025-02-18,0000-00-00,325,detail
H1首签求放�,H1,New,HongKong,CIS,Pending,2025-02-19,0000-00-00,324,detail
快下签,B2,New,Europe,Biomedical Engineering,Clear,2025-02-19,2025-03-04,13,detail
chinging,F1,Renewal,Others,ECE,Clear,2025-02-19,2025-03-27,36,detail
DamnVisa,F1,New,GuangZhou,EE,Clear,2025-02-19,2025-03-28,37,detail
yayaya,O1,New,Others,CS,Pending,2025-02-19,0000-00-00,324,detail
我要疯了,H1,Renewal,Others,Statistics,Clear,2025-02-19,2025-04-02,42,detail
L1L1,L1,New,ShangHai,N/A,Clear,2025-02-19,2025-04-07,47,detail
球球了,H1,Renewal,Others,CIS,Clear,2025-02-20,2025-02-24,4,detail
please issue,L1,New,Europe,STEM,Clear,2025-02-20,2025-08-18,179,detail
checkee666,F1,Renewal,Vancouver,IEOR,Clear,2025-02-20,2025-04-02,41,detail
北风,H1,New,Vancouver,computer science,Clear,2025-02-20,2025-03-24,32,detail
希望未来一,J1,New,Others,Medical Research,Clear,2025-02-20,2025-03-05,13,detail
快快出签,F1,Renewal,GuangZhou,ECE,Clear,2025-02-20,2025-04-07,46,detail
ICRA25急急急,B1,New,ShenYang,CS,Clear,2025-02-20,2025-04-02,41,detail
求出签,J1,New,HongKong,AI,Pending,2025-02-20,0000-00-00,323,detail
第一次特别,H1,New,GuangZhou,Medical research,Clear,2025-02-20,2025-04-03,42,detail
放我去开会,B1,New,BeiJing,EE,Clear,2025-02-21,2025-04-09,47,detail
ZZYFROMDREAM,O1,New,HongKong,CS,Clear,2025-02-21,2025-03-25,32,detail
别搞,H1,New,ShangHai,ME,Pending,2025-02-21,0000-00-00,322,detail
KT,H1,Renewal,Vancouver,Statistics,Clear,2025-02-21,2025-03-26,33,detail
好运来,B1,Renewal,BeiJing,cs,Pending,2025-02-21,0000-00-00,322,detail
pikapika,F1,New,ShangHai,Chemistry,Clear,2025-02-21,2025-03-26,33,detail
Adam,B1,New,BeiJing,Aftersales engineer,Clear,2025-02-21,2025-04-08,46,detail
siranjoy,H1,Renewal,Vancouver,N/A,Clear,2025-02-21,2025-03-31,38,detail
花Q,B1,New,BeiJing,Psychiatry,Clear,2025-02-24,2025-03-06,10,detail
why2,B1,New,BeiJing,CS,Clear,2025-02-24,2025-04-09,44,detail
你先别急让,H1,Renewal,Vancouver,CS,Clear,2025-02-24,2025-03-26,30,detail
DC,H1,New,BeiJing,Computer Science,Clear,2025-02-24,2025-04-03,38,detail
adatapoint,H1,New,Vancouver,IEOR,Clear,2025-02-24,2025-04-16,51,detail
dilidili,B2,New,ShangHai,CS,Clear,2025-02-24,2025-04-08,43,detail
letitbe,L1,New,Europe,STEM,Clear,2025-02-24,2025-04-07,42,detail
